,source,new_dog_rating,dog_counts,rating_numerator,rating_denominator,p1_conf,p2_conf,p3_conf,retweet_count,favorite_count,developmentalStage,dogTypeMax,dogConfsMax
484,Twitter for iPhone,12.0,1.0,12.0,10.0,0.650814,0.053281,0.035439599999999995,2991.0,12116.0,no-entry,golden_retriever,0.650814
486,Twitter for iPhone,12.0,1.0,12.0,10.0,0.626913,0.26558200000000004,0.0416142,2048.0,9304.0,no-entry,miniature_poodle,0.626913
489,Twitter for iPhone,11.0,1.0,11.0,10.0,0.6993550000000001,0.256433,0.0131888,2079.0,9984.0,doggo,Siberian_husky,0.6993550000000001
490,Twitter for iPhone,14.0,1.0,14.0,10.0,0.709146,0.247621,0.0188551,15476.0,39058.0,no-entry,French_bulldog,0.709146
491,Twitter for iPhone,12.0,1.0,12.0,10.0,0.501159,0.228792,0.200388,1945.0,8973.0,no-entry,malamute,0.501159
492,Twitter for iPhone,13.0,1.0,13.0,10.0,0.905972,0.048038300000000006,0.0356671,8059.0,20095.0,no-entry,Samoyed,0.905972
493,Twitter for iPhone,11.0,1.0,11.0,10.0,0.701852,0.120345,0.0363202,1984.0,9867.0,doggo,cocker_spaniel,0.701852
494,Twitter for iPhone,13.0,1.0,13.0,10.0,0.888181,0.0423119,0.00970173,4821.0,21328.0,no-entry,golden_retriever,0.888181
496,Twitter for iPhone,12.0,1.0,12.0,10.0,0.8439110000000001,0.07056710000000001,0.041916,2450.0,8335.0,no-entry,Siamese_cat,0.07056710000000001
499,Twitter for iPhone,11.0,1.0,11.0,10.0,0.432416,0.374223,0.032462599999999994,3454.0,12765.0,doggo,Norwegian_elkhound,0.432416
500,Twitter for iPhone,12.0,1.0,12.0,10.0,0.287369,0.140682,0.0908189,3046.0,11126.0,no-entry,dingo,0.140682
501,Twitter for iPhone,11.0,1.0,11.0,10.0,0.128056,0.117003,0.08696430000000001,3985.0,11314.0,doggo,Great_Dane,0.128056
504,Twitter for iPhone,13.0,1.0,13.0,10.0,0.914804,0.08355,0.000453224,8104.0,22539.0,no-entry,golden_retriever,0.914804
507,Twitter for iPhone,12.0,1.0,12.0,10.0,0.326873,0.18261,0.156912,1578.0,7125.0,no-entry,Irish_setter,0.326873
509,Twitter for iPhone,12.0,1.0,12.0,10.0,0.0998035,0.0923181,0.0782055,2124.0,8596.0,no-entry,bath_towel,0.0782055
514,Twitter for iPhone,10.0,1.0,10.0,10.0,0.39628,0.049561900000000006,0.046349199999999986,3473.0,13777.0,no-entry,beagle,0.39628
515,Twitter for iPhone,11.0,1.0,11.0,10.0,0.804177,0.18989,0.00196475,7075.0,22500.0,pupper,Pembroke,0.804177
517,Twitter for iPhone,11.0,1.0,11.0,10.0,0.8208040000000001,0.08231820000000001,0.0674605,1979.0,9740.0,no-entry,flat-coated_retriever,0.8208040000000001
519,Twitter for iPhone,13.0,1.0,13.0,10.0,0.620768,0.158395,0.028961700000000007,12635.0,38197.0,no-entry,malamute,0.620768
521,Twitter for iPhone,10.0,1.0,10.0,10.0,0.397163,0.27454,0.134667,4318.0,16679.0,no-entry,Norwich_terrier,0.397163
523,Twitter for iPhone,12.0,1.0,12.0,10.0,0.375415,0.13431700000000002,0.0736971,1627.0,7454.0,no-entry,Greater_Swiss_Mountain_dog,0.375415
525,Twitter for iPhone,11.0,1.0,11.0,10.0,0.911412,0.017133900000000004,0.011761,3880.0,14235.0,no-entry,vizsla,0.911412
526,Twitter for iPhone,13.0,1.0,13.0,10.0,0.36953,0.194867,0.160104,3367.0,10877.0,no-entry,Rottweiler,0.36953
532,Twitter for iPhone,12.0,1.0,12.0,10.0,0.730959,0.130726,0.028852600000000006,3916.0,13544.0,no-entry,Labrador_retriever,0.730959
533,Twitter for iPhone,14.0,1.0,14.0,10.0,0.873233,0.0336933,0.0204084,4079.0,15695.0,pupper,golden_retriever,0.873233
534,Twitter for iPhone,13.0,1.0,13.0,10.0,0.50537,0.120358,0.0770081,60042.0,121439.0,no-entry,Chihuahua,0.50537
536,Twitter for iPhone,12.0,1.0,12.0,10.0,0.610807,0.213642,0.0318866,4231.0,14038.0,no-entry,golden_retriever,0.610807
540,Twitter for iPhone,11.0,1.0,11.0,10.0,0.938617,0.0367389,0.00397149,2622.0,11007.0,no-entry,vizsla,0.938617
542,Twitter for iPhone,11.0,1.0,11.0,10.0,0.835102,0.0407829,0.0212745,1328.0,6909.0,no-entry,chow,0.835102
544,Twitter for iPhone,12.0,1.0,12.0,10.0,0.657967,0.31913600000000003,0.00794674,2114.0,8905.0,no-entry,Norwegian_elkhound,0.657967
545,Twitter for iPhone,12.0,1.0,12.0,10.0,0.248926,0.0983133,0.0801885,2032.0,7102.0,no-entry,Siberian_husky,0.248926
547,Twitter for iPhone,13.0,1.0,13.0,10.0,0.643147,0.186642,0.109345,1825.0,6180.0,no-entry,malinois,0.643147
550,Twitter for iPhone,12.0,1.0,12.0,10.0,0.91579,0.0624797,0.00829749,4271.0,14816.0,no-entry,Tibetan_mastiff,0.91579
554,Twitter for iPhone,12.0,1.0,12.0,10.0,0.817066,0.0597065,0.0341952,3071.0,10838.0,puppo,miniature_pinscher,0.817066
556,Twitter for iPhone,13.0,1.0,13.0,10.0,0.372776,0.343666,0.0672423,4589.0,11858.0,pupper,Labrador_retriever,0.372776
559,Twitter for iPhone,11.0,1.0,11.0,10.0,0.457086,0.30780100000000005,0.0499882,2744.0,10810.0,no-entry,Pembroke,0.457086
560,Twitter for iPhone,12.0,1.0,12.0,10.0,0.944032,0.0172398,0.0120848,2227.0,9742.0,no-entry,chow,0.944032
563,Twitter for iPhone,12.0,1.0,12.0,10.0,0.610171,0.173252,0.163257,2776.0,9642.0,no-entry,golden_retriever,0.610171
567,Twitter for iPhone,12.0,1.0,12.0,10.0,0.482498,0.335774,0.134589,2885.0,9794.0,puppo,Eskimo_dog,0.482498
569,Twitter for iPhone,12.0,1.0,12.0,10.0,0.327887,0.271916,0.247619,1893.0,8327.0,no-entry,Staffordshire_bullterrier,0.327887
571,Twitter for iPhone,12.0,1.0,12.0,10.0,0.550506,0.306612,0.054229999999999993,2281.0,8842.0,no-entry,Pembroke,0.550506
573,Twitter for iPhone,13.0,1.0,13.0,10.0,0.74022,0.061604499999999986,0.0413314,6594.0,26446.0,no-entry,cocker_spaniel,0.74022
575,Twitter for iPhone,12.0,1.0,12.0,10.0,0.823356,0.0946019,0.0219534,2318.0,8722.0,multi-entry,dalmatian,0.823356
578,Twitter for iPhone,12.0,1.0,12.0,10.0,0.771984,0.07665280000000001,0.0396183,3080.0,11326.0,no-entry,cocker_spaniel,0.771984
579,Twitter for iPhone,11.0,1.0,11.0,10.0,0.8289040000000001,0.167373,0.0007659339999999999,3336.0,14180.0,no-entry,Pembroke,0.8289040000000001
584,Twitter for iPhone,13.0,1.0,13.0,10.0,0.938048,0.0251195,0.0229773,2843.0,16515.0,no-entry,golden_retriever,0.938048
588,Twitter for iPhone,12.0,1.0,12.0,10.0,0.58363,0.276095,0.0185501,2121.0,8683.0,no-entry,miniature_pinscher,0.58363
591,Twitter for iPhone,11.0,1.0,11.0,10.0,0.334436,0.231573,0.21420300000000006,2730.0,8747.0,no-entry,Norfolk_terrier,0.334436
592,Twitter for iPhone,12.0,1.0,12.0,10.0,0.703224,0.22935100000000005,0.0443508,4972.0,14215.0,no-entry,Siberian_husky,0.703224
593,Twitter for iPhone,11.0,1.0,11.0,10.0,0.539463,0.184897,0.163024,1593.0,8030.0,no-entry,West_Highland_white_terrier,0.539463
607,Twitter for iPhone,13.0,1.0,13.0,10.0,0.524583,0.102931,0.0978931,2834.0,11218.0,no-entry,Pekinese,0.524583
609,Twitter for iPhone,12.0,1.0,12.0,10.0,0.954089,0.033643900000000004,0.00973566,5387.0,15656.0,no-entry,Pembroke,0.954089
610,Twitter for iPhone,12.0,1.0,12.0,10.0,0.767005,0.100844,0.0483681,7362.0,21611.0,no-entry,collie,0.767005
614,Twitter for iPhone,11.0,1.0,11.0,10.0,0.463996,0.155566,0.137587,3394.0,12821.0,no-entry,American_Staffordshire_terrier,0.463996
616,Twitter for iPhone,12.0,1.0,12.0,10.0,0.116924,0.107511,0.0998434,1952.0,8181.0,doggo,cocker_spaniel,0.116924
617,Twitter for iPhone,12.0,1.0,12.0,10.0,0.461164,0.28865,0.052423,4621.0,11888.0,no-entry,Pekinese,0.461164
624,Twitter for iPhone,13.0,1.0,13.0,10.0,0.193082,0.157927,0.124684,26440.0,53824.0,doggo,golden_retriever,0.193082
630,Twitter for iPhone,12.0,1.0,12.0,10.0,0.988307,0.00490635,0.00290129,2931.0,10334.0,no-entry,Samoyed,0.988307
632,Twitter for iPhone,12.0,1.0,12.0,10.0,0.8616510000000001,0.0444618,0.016496700000000003,5425.0,18176.0,no-entry,Labrador_retriever,0.8616510000000001
633,Twitter for iPhone,13.0,1.0,13.0,10.0,0.7652770000000001,0.112753,0.0476617,2087.0,9941.0,no-entry,Old_English_sheepdog,0.7652770000000001
635,Twitter for iPhone,12.0,1.0,12.0,10.0,0.538981,0.21783,0.0891487,1818.0,8614.0,no-entry,miniature_pinscher,0.538981
637,Twitter for iPhone,13.0,1.0,13.0,10.0,0.274637,0.142204,0.109677,10217.0,26596.0,no-entry,Afghan_hound,0.274637
640,Twitter for iPhone,13.0,1.0,13.0,10.0,0.559308,0.390222,0.0363157,3636.0,11364.0,no-entry,golden_retriever,0.559308
641,Twitter for iPhone,11.0,1.0,11.0,10.0,0.456047,0.273428,0.0836433,3178.0,10631.0,no-entry,wire-haired_fox_terrier,0.456047
646,Twitter for iPhone,11.0,1.0,11.0,10.0,0.193869,0.16038,0.12598199999999998,1894.0,6663.0,no-entry,Italian_greyhound,0.193869
650,Twitter for iPhone,12.0,1.0,12.0,10.0,0.999306,0.000113129,8.31451e-05,4739.0,12221.0,no-entry,jack-o'-lantern,8.31451e-05
651,Twitter for iPhone,12.0,1.0,12.0,10.0,0.912804,0.06782250000000001,0.00445069,1863.0,7933.0,no-entry,Yorkshire_terrier,0.912804
652,Twitter for iPhone,12.0,1.0,12.0,10.0,0.746387,0.0916151,0.061078199999999985,4756.0,14552.0,no-entry,cocker_spaniel,0.746387
653,Twitter for iPhone,11.0,1.0,11.0,10.0,0.942856,0.05271519999999999,0.002743,1991.0,7760.0,no-entry,komondor,0.942856
658,Twitter for iPhone,13.0,1.0,13.0,10.0,0.705092,0.219721,0.015965,3460.0,12699.0,no-entry,golden_retriever,0.705092
659,Twitter for iPhone,12.0,1.0,12.0,10.0,0.972629,0.0270259,0.000152502,4566.0,14185.0,no-entry,Pembroke,0.972629
663,Twitter for iPhone,12.0,1.0,12.0,10.0,0.700466,0.245773,0.0390117,5205.0,17925.0,puppo,dishwasher,0.245773
665,Twitter for iPhone,12.0,1.0,12.0,10.0,0.996541,0.00105698,0.000997907,2112.0,8852.0,no-entry,Bernese_mountain_dog,0.996541
666,Twitter for iPhone,11.0,1.0,11.0,10.0,0.998886,0.000152999,0.000130817,7963.0,22321.0,no-entry,refrigerator,0.000152999
670,Twitter for iPhone,12.0,1.0,12.0,10.0,0.479477,0.325106,0.07853049999999999,2574.0,9983.0,no-entry,tub,0.07853049999999999
675,Twitter for iPhone,12.0,1.0,12.0,10.0,0.363272,0.197021,0.151024,3737.0,12701.0,no-entry,schipperke,0.363272
678,Twitter for iPhone,10.0,1.0,10.0,10.0,0.81286,0.120853,0.0242693,2861.0,9839.0,no-entry,malamute,0.81286
680,Twitter for iPhone,11.0,1.0,11.0,10.0,0.8815379999999999,0.0355131,0.0340897,13730.0,29568.0,no-entry,remote_control,0.0340897
681,Twitter for iPhone,12.0,1.0,12.0,10.0,0.500509,0.27273400000000003,0.041475800000000014,11417.0,29601.0,no-entry,cocker_spaniel,0.500509
683,Twitter for iPhone,11.0,1.0,11.0,10.0,0.805238,0.113798,0.0385587,5872.0,16846.0,no-entry,golden_retriever,0.805238
685,Twitter for iPhone,13.0,1.0,13.0,10.0,0.814145,0.112704,0.0158832,1442.0,6642.0,no-entry,chow,0.814145
688,Twitter for iPhone,11.0,1.0,11.0,10.0,0.362835,0.221864,0.0804183,3380.0,9359.0,no-entry,pug,0.362835
689,Twitter for iPhone,13.0,1.0,13.0,10.0,0.992339,0.00492039,0.0008528019999999999,3081.0,11022.0,puppo,German_shepherd,0.992339
691,Twitter for iPhone,10.0,1.0,10.0,10.0,0.747739,0.105703,0.0172568,1929.0,8408.0,no-entry,seat_belt,0.105703
693,Twitter for iPhone,12.0,1.0,12.0,10.0,0.915303,0.0462126,0.0375041,8855.0,28664.0,no-entry,golden_retriever,0.915303
696,Twitter for iPhone,12.0,1.0,12.0,10.0,0.512034,0.464816,0.00781249,2843.0,11511.0,no-entry,Leonberg,0.512034
697,Twitter for iPhone,11.0,1.0,11.0,10.0,0.709512,0.28717800000000004,0.000570176,3432.0,10146.0,no-entry,Pembroke,0.709512
698,Twitter for iPhone,13.0,1.0,13.0,10.0,0.929266,0.0628667,0.00215669,3885.0,11770.0,doggo,golden_retriever,0.929266
703,Twitter for iPhone,12.0,1.0,12.0,10.0,0.97207,0.00849262,0.00288271,3501.0,12241.0,no-entry,teddy,0.00849262
708,Twitter for iPhone,12.0,1.0,12.0,10.0,0.6748930000000001,0.0567396,0.056137,1815.0,7823.0,no-entry,teddy,0.056137
709,Twitter for iPhone,11.0,1.0,11.0,10.0,0.891193,0.0274944,0.0195303,5383.0,13042.0,no-entry,seat_belt,0.0274944
712,Twitter for iPhone,12.0,1.0,12.0,10.0,0.744819,0.243192,0.0109202,1414.0,6138.0,no-entry,miniature_poodle,0.744819
718,Twitter for iPhone,11.0,1.0,11.0,10.0,0.789,0.115916,0.0362939,2489.0,9099.0,no-entry,Chihuahua,0.789
719,Twitter for iPhone,13.0,1.0,13.0,10.0,0.87713,0.0862406,0.0110191,6090.0,18176.0,no-entry,Norwegian_elkhound,0.87713
721,Twitter for iPhone,12.0,1.0,12.0,10.0,0.593858,0.13061099999999998,0.100842,12968.0,31483.0,no-entry,Cardigan,0.593858
723,Twitter for iPhone,12.0,1.0,12.0,10.0,0.474292,0.17139300000000002,0.110592,8130.0,25962.0,no-entry,seat_belt,0.17139300000000002
724,Twitter for iPhone,11.0,1.0,11.0,10.0,0.560699,0.199482,0.0406818,1540.0,8042.0,doggo,golden_retriever,0.560699
725,Twitter for iPhone,10.0,1.0,10.0,10.0,0.574557,0.339251,0.0461082,5968.0,18583.0,no-entry,Irish_setter,0.574557
727,Twitter for iPhone,12.0,1.0,12.0,10.0,0.5044270000000001,0.390678,0.0345955,6154.0,17944.0,doggo,briard,0.5044270000000001
730,Twitter for iPhone,5.0,1.0,5.0,10.0,0.438087,0.226954,0.07065160000000001,2989.0,11244.0,no-entry,Pembroke,0.438087
732,Twitter for iPhone,12.0,1.0,12.0,10.0,0.994712,0.0035225,0.000921439,6113.0,22326.0,no-entry,tennis_ball,0.0035225
735,Twitter for iPhone,10.0,1.0,10.0,10.0,0.973841,0.0251876,0.000297311,3005.0,10501.0,no-entry,Shetland_sheepdog,0.973841
737,Twitter for iPhone,10.0,1.0,10.0,10.0,0.488555,0.27165500000000004,0.106913,2198.0,7731.0,no-entry,Chesapeake_Bay_retriever,0.488555
739,Twitter for iPhone,12.0,1.0,12.0,10.0,0.995143,0.00304359,0.00104955,3668.0,12993.0,no-entry,Saint_Bernard,0.995143
740,Twitter for iPhone,12.0,1.0,12.0,10.0,0.628312,0.317365,0.0122601,1910.0,6774.0,no-entry,golden_retriever,0.628312
743,Twitter for iPhone,11.0,1.0,11.0,10.0,0.382491,0.312026,0.0332719,1174.0,5682.0,no-entry,Great_Dane,0.382491
744,Twitter for iPhone,11.0,1.0,11.0,10.0,0.144012,0.09147360000000003,0.0735447,2465.0,9366.0,no-entry,vizsla,0.144012
747,Twitter for iPhone,11.0,1.0,11.0,10.0,0.99383,0.00314271,0.000917414,7816.0,20433.0,no-entry,golden_retriever,0.99383
752,Twitter for iPhone,11.0,1.0,11.0,10.0,0.7153510000000001,0.207056,0.0285194,8026.0,21539.0,no-entry,cocker_spaniel,0.7153510000000001
757,Twitter for iPhone,11.0,1.0,11.0,10.0,0.786089,0.121488,0.0146031,1118.0,5002.0,no-entry,Airedale,0.786089
760,Twitter for iPhone,13.0,1.0,13.0,10.0,0.345266,0.312823,0.213011,1211.0,6268.0,no-entry,collie,0.345266
761,Twitter for iPhone,11.0,1.0,11.0,10.0,0.32207,0.229903,0.10142,3650.0,11171.0,no-entry,Boston_bull,0.32207
762,Twitter for iPhone,12.0,1.0,12.0,10.0,0.717776,0.111175,0.0588024,2900.0,9108.0,pupper,German_shepherd,0.717776
765,Twitter for iPhone,3.0,1.0,3.0,10.0,0.123529,0.119682,0.108709,1813.0,6832.0,no-entry,Afghan_hound,0.123529
766,Twitter for iPhone,11.5,2.0,12.0,10.0,0.253442,0.16285,0.110921,3248.0,12062.0,no-entry,cocker_spaniel,0.253442
769,Twitter for iPhone,12.0,1.0,12.0,10.0,0.988412,0.00417722,0.00150658,4772.0,15375.0,no-entry,Chihuahua,0.988412
771,Twitter for iPhone,12.0,1.0,12.0,10.0,0.51661,0.255033,0.168989,1331.0,5241.0,no-entry,toy_poodle,0.51661
777,Twitter for iPhone,10.0,1.0,10.0,10.0,0.999916,7.657020000000001e-05,2.16468e-06,167.0,1972.0,no-entry,web_site,7.657020000000001e-05
779,Twitter for iPhone,12.0,1.0,12.0,10.0,0.520022,0.0287747,0.0259901,2950.0,12580.0,no-entry,chow,0.520022
782,Twitter for iPhone,11.0,1.0,11.0,10.0,0.571229,0.175257,0.034306300000000005,3282.0,7974.0,doggo,beagle,0.571229
785,Twitter for iPhone,13.0,1.0,13.0,10.0,0.316565,0.241929,0.157524,5206.0,16676.0,no-entry,chow,0.316565
787,Twitter for iPhone,10.0,1.0,10.0,10.0,0.6275930000000001,0.128705,0.126282,1914.0,7206.0,no-entry,Walker_hound,0.6275930000000001
788,Twitter for iPhone,14.0,1.0,14.0,10.0,0.5960449999999999,0.223067,0.0363247,6145.0,23341.0,no-entry,Eskimo_dog,0.5960449999999999
789,Twitter for iPhone,11.0,1.0,11.0,10.0,0.451149,0.148001,0.10957,4270.0,11523.0,pupper,giant_panda,0.10957
791,Twitter for iPhone,12.0,1.0,12.0,10.0,0.324251,0.18121,0.133436,1804.0,7084.0,no-entry,silky_terrier,0.324251
792,Twitter for iPhone,10.0,1.0,10.0,10.0,0.969311,0.013243,0.00485731,1423.0,5700.0,no-entry,Old_English_sheepdog,0.969311
793,Twitter for iPhone,11.0,1.0,11.0,10.0,0.372202,0.13718699999999998,0.07143619999999999,6775.0,23663.0,pupper,Norwegian_elkhound,0.372202
796,Twitter for iPhone,10.0,1.0,10.0,10.0,0.713588,0.08336879999999999,0.0756961,3528.0,10092.0,no-entry,seat_belt,0.08336879999999999
801,Twitter for iPhone,10.0,1.0,10.0,10.0,0.574345,0.128352,0.0594755,1851.0,6941.0,no-entry,Newfoundland,0.574345
802,Twitter for iPhone,12.0,1.0,12.0,10.0,0.367945,0.223522,0.164871,1519.0,6433.0,pupper,Pembroke,0.367945
803,Twitter for iPhone,10.0,1.0,10.0,10.0,0.275318,0.100988,0.07352489999999999,1229.0,4052.0,no-entry,golden_retriever,0.275318
806,Twitter for iPhone,11.0,1.0,11.0,10.0,0.54178,0.260504,0.0637031,1014.0,4295.0,no-entry,Pembroke,0.54178
808,Twitter for iPhone,11.0,1.0,11.0,10.0,0.53318,0.192031,0.121626,3732.0,12859.0,no-entry,papillon,0.53318
810,Twitter for iPhone,11.0,1.0,11.0,10.0,0.503728,0.450944,0.0126928,5601.0,11273.0,no-entry,collie,0.503728
812,Twitter for iPhone,11.0,1.0,11.0,10.0,0.36866,0.297402,0.201711,3213.0,9848.0,no-entry,bathtub,0.297402
816,Twitter for iPhone,10.0,1.0,10.0,10.0,0.787812,0.163946,0.020293400000000003,1342.0,5313.0,no-entry,Bernese_mountain_dog,0.787812
817,Twitter for iPhone,11.0,1.0,11.0,10.0,0.979515,0.0102187,0.00460604,1554.0,5563.0,no-entry,chow,0.979515
821,Twitter for iPhone,10.0,1.0,10.0,10.0,0.931668,0.0388962,0.0131514,1634.0,6680.0,no-entry,Italian_greyhound,0.931668
823,Twitter for iPhone,10.0,1.0,10.0,10.0,0.414965,0.286985,0.11497,2527.0,8118.0,no-entry,Boston_bull,0.414965
825,Twitter for iPhone,13.0,1.0,13.0,10.0,0.407117,0.165638,0.0458372,1825.0,6844.0,no-entry,pug,0.407117
827,Twitter for iPhone,12.0,1.0,12.0,10.0,0.16653800000000002,0.148215,0.0827351,1877.0,5773.0,no-entry,golden_retriever,0.16653800000000002
828,Twitter Web Client,12.0,1.0,12.0,10.0,0.182358,0.110658,0.08639889999999999,7166.0,15424.0,no-entry,Pomeranian,0.182358
830,Twitter for iPhone,11.0,1.0,11.0,10.0,0.7202189999999999,0.0583653,0.0551135,973.0,4486.0,no-entry,chow,0.7202189999999999
831,Twitter for iPhone,10.0,1.0,10.0,10.0,0.183283,0.136012,0.0601299,1329.0,4402.0,no-entry,basenji,0.183283
832,Twitter for iPhone,12.0,1.0,12.0,10.0,0.729745,0.237961,0.0209033,1399.0,5373.0,no-entry,Great_Pyrenees,0.729745
842,Twitter for iPhone,10.0,1.0,10.0,10.0,0.451697,0.197513,0.07269860000000003,1485.0,5434.0,no-entry,beagle,0.451697
844,Twitter for iPhone,11.0,1.0,11.0,10.0,0.948355,0.015031999999999997,0.00963084,864.0,4317.0,no-entry,Doberman,0.948355
845,Twitter for iPhone,9.0,1.0,9.0,10.0,0.995823,0.00389721,0.000253109,1745.0,6438.0,no-entry,keeshond,0.995823
848,Twitter for iPhone,12.0,1.0,12.0,10.0,0.484855,0.4375270000000001,0.0105854,949.0,4581.0,no-entry,redbone,0.484855
850,Twitter for iPhone,12.0,1.0,12.0,10.0,0.969518,0.0216961,0.00207455,2358.0,7745.0,no-entry,golden_retriever,0.969518
852,Twitter for iPhone,13.0,1.0,13.0,10.0,0.509491,0.330401,0.0388749,3712.0,28212.0,no-entry,Pembroke,0.509491
853,Twitter for iPhone,11.0,1.0,11.0,10.0,0.829456,0.08937089999999999,0.0170275,2359.0,7581.0,pupper,golden_retriever,0.829456
854,Twitter for iPhone,10.0,1.0,10.0,10.0,0.556595,0.151047,0.0964355,3697.0,12425.0,no-entry,dalmatian,0.556595
855,Twitter for iPhone,12.0,1.0,12.0,10.0,0.7920590000000001,0.155034,0.038373800000000007,1936.0,6862.0,no-entry,Bernese_mountain_dog,0.7920590000000001
856,Twitter for iPhone,10.0,1.0,10.0,10.0,0.973677,0.025949700000000003,0.000191568,1659.0,6466.0,no-entry,German_shepherd,0.973677
859,Twitter for iPhone,8.0,1.0,8.0,10.0,0.354674,0.338642,0.155828,1613.0,5775.0,no-entry,miniature_poodle,0.354674
862,Twitter for iPhone,11.0,1.0,11.0,10.0,0.519047,0.296069,0.0610053,3961.0,13000.0,no-entry,kelpie,0.519047
867,Twitter for iPhone,12.0,1.0,12.0,10.0,0.475552,0.082898,0.048464,2209.0,5775.0,no-entry,Labrador_retriever,0.475552
871,Twitter for iPhone,11.0,1.0,11.0,10.0,0.240427,0.224269,0.12972999999999998,1282.0,4406.0,no-entry,Gordon_setter,0.240427
873,Twitter for iPhone,10.0,1.0,10.0,10.0,0.8229360000000001,0.08615249999999999,0.06333290000000001,1586.0,5557.0,no-entry,Norwegian_elkhound,0.8229360000000001
874,Twitter for iPhone,11.0,1.0,11.0,10.0,0.6608930000000001,0.314886,0.00883383,1203.0,4768.0,no-entry,standard_poodle,0.6608930000000001
875,Twitter for iPhone,10.0,1.0,10.0,10.0,0.306512,0.280802,0.054523400000000014,1698.0,5676.0,no-entry,cougar,0.280802
876,Twitter for iPhone,11.0,1.0,11.0,10.0,0.735163,0.064897,0.0477037,3785.0,12063.0,no-entry,golden_retriever,0.735163
887,Twitter for iPhone,10.0,1.0,10.0,10.0,0.324579,0.109168,0.102466,6205.0,15685.0,no-entry,Labrador_retriever,0.324579
888,Twitter for iPhone,11.0,1.0,11.0,10.0,0.355395,0.141094,0.0921982,2168.0,7175.0,no-entry,Sussex_spaniel,0.355395
889,Twitter for iPhone,12.0,1.0,12.0,10.0,0.985876,0.00194777,0.00175174,2075.0,6361.0,multi-entry,golden_retriever,0.985876
891,Twitter for iPhone,10.0,1.0,10.0,10.0,0.763333,0.194251,0.0122254,1282.0,5023.0,no-entry,golden_retriever,0.763333
892,Twitter for iPhone,11.0,1.0,11.0,10.0,0.223148,0.220731,0.181303,2679.0,9050.0,no-entry,kuvasz,0.223148
896,Twitter for iPhone,7.0,1.0,7.0,10.0,0.12903399999999998,0.117508,0.106708,4566.0,15507.0,no-entry,Shetland_sheepdog,0.12903399999999998
898,Twitter for iPhone,11.0,1.0,11.0,10.0,0.974047,0.0237914,0.0012463,975.0,3786.0,no-entry,barrow,0.0237914
899,Twitter for iPhone,13.0,1.0,13.0,10.0,0.480048,0.264522,0.12184,4180.0,11928.0,doggo,Chesapeake_Bay_retriever,0.480048
901,Twitter for iPhone,11.0,1.0,11.0,10.0,0.546145,0.2442,0.100429,1081.0,4078.0,no-entry,Pembroke,0.546145
904,Twitter for iPhone,11.0,1.0,11.0,10.0,0.987643,0.0121121,0.000117477,1187.0,3661.0,no-entry,Pembroke,0.987643
906,Twitter for iPhone,9.0,1.0,9.0,10.0,0.794272,0.0512653,0.0265963,407.0,2890.0,no-entry,bookshop,0.0512653
907,Twitter for iPhone,10.0,1.0,10.0,10.0,0.609715,0.128899,0.0190761,3547.0,7346.0,no-entry,skunk,0.128899
909,Twitter for iPhone,11.0,1.0,11.0,10.0,0.425176,0.128128,0.0912411,1328.0,4837.0,no-entry,seat_belt,0.128128
913,Twitter for iPhone,13.0,1.0,13.0,10.0,0.523926,0.0878003,0.07512669999999999,7434.0,16142.0,no-entry,seat_belt,0.0878003
916,Twitter for iPhone,11.0,1.0,11.0,10.0,0.678555,0.072632,0.049033,2168.0,6679.0,no-entry,golden_retriever,0.678555
917,Twitter for iPhone,12.0,1.0,12.0,10.0,0.790371,0.130268,0.0646287,2187.0,7090.0,pupper,golden_retriever,0.790371
918,Twitter for iPhone,11.0,1.0,11.0,10.0,0.294808,0.282301,0.112601,1435.0,5408.0,no-entry,Pembroke,0.294808
921,Twitter for iPhone,12.0,1.0,12.0,10.0,0.925621,0.032492200000000006,0.00667908,19059.0,45578.0,no-entry,conch,0.032492200000000006
922,Twitter for iPhone,10.0,1.0,10.0,10.0,0.602957,0.0869808,0.08627649999999999,1669.0,6860.0,puppo,Airedale,0.602957
923,Twitter for iPhone,12.0,1.0,12.0,10.0,0.596882,0.176478,0.0267753,3147.0,7826.0,pupper,Pekinese,0.596882
930,Twitter for iPhone,11.0,1.0,11.0,10.0,0.858513,0.0760119,0.016245600000000002,800.0,3985.0,no-entry,beagle,0.858513
931,Twitter for iPhone,10.0,1.0,10.0,10.0,0.168909,0.129114,0.120822,2545.0,8340.0,no-entry,chow,0.168909
933,Twitter for iPhone,10.0,1.0,10.0,10.0,0.456092,0.153126,0.144147,2373.0,6231.0,no-entry,miniature_pinscher,0.456092
935,Twitter for iPhone,12.0,1.0,12.0,10.0,0.163794,0.157192,0.142995,2091.0,6167.0,no-entry,whippet,0.163794
936,Twitter for iPhone,8.0,1.0,8.0,10.0,0.36007100000000003,0.13481600000000002,0.0982066,2536.0,8126.0,no-entry,bluetick,0.36007100000000003
940,Twitter for iPhone,10.0,1.0,10.0,10.0,0.868511,0.103708,0.0181416,1059.0,4146.0,no-entry,Pembroke,0.868511
942,Twitter for iPhone,11.0,1.0,11.0,10.0,0.609283,0.35246,0.016105200000000004,1711.0,7327.0,no-entry,German_shepherd,0.609283
